Username,Paket Internet,Total Online (detik),Total Kuota (bytes),Nama Paket,Wilayah Pemasaran,Wilayah (Mapping Alamat),Kecepatan,Harga (Rp),Implicit Rating
tr2ea4_1@rahulreal,ACS Lite 220,0.4395659790365379,0.08881578947368422,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.26419088425511106
tr2ea5.7@wahyudin,ACS Lite 165,0.44108502097548863,0.019210526315789477,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23014777364563904
tr2ea5@agus12b,ACS Lite 220,0.40460314123933044,0.05440789473684211,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.22950551798808627
tr2ea5@aladin12a,ACS Lite 165,0.43789168458812705,0.027894736842105267,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.23289321071511615
tr2ea5@andreas6,ACS Lite 250,0.43715813014752264,0.007236842105263159,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2221974861263929
tr2ea5@bayu10,ACS Lite 220,0.43621622847921415,0.06907894736842106,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.2526475879238176
tr2ea5@suparmono12,ACS Lite 165,0.4411521922856996,0.020592105263157898,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23087214877442874
tr2ea6@aziz06,ACS Lite 165,0.4076925431782375,0.01611842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21190548211543453
tr2ea6@dean10,ACS Lite 220,0.437450936927028,0.0468421052631579,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24214652109509296
tr2ea7@anom05,ACS Lite 220,0.44104135620720303,0.0318421052631579,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.23644173073518046
tr2ea7@diana3a,ACS Lite 165,0.4366271146321116,0.15460526315789475,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2956161888950032
tr2ea7@yudiansyah07,ACS Lite 220,0.4404898408005781,0.05651315789473685,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24850149934765747
tr2ea8@adam3a,ACS Lite 165,0.4410302862659475,0.03572368421052632,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.2383769852382369
tr2ea8@tian09,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
tr2ea9@novi01,ACS Lite 165,0.43825214100863835,0.061250000000000006,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2497510705043192
tr2eb2@lingga7,ACS Lite 250,0.44113804736076195,0.04914473684210527,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2451413921014336
tr2eb3@reza12a,ACS Lite 165,0.44107709435088593,0.04986842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24547275770175875
tr2eb5@irvan10,ACS Lite 165,0.39920722820697563,0.01,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.20460361410348782
trv2@alifahnidiya.c4no11,ACSPINANG 165,0.4370017843105312,0.019144736842105266,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.22807326057631824
trv2@clara.c2no7,ACS Home 165,0.3553408093247718,0.07697368421052632,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.21615724676764905
trv2@egimulyana.d1no15,ACS Home 165,0.2839800046794418,0.04828947368421053,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.16613473918182617
trv2@ekomujiono.c5no20,ACSPINANG 165,0.4370571340168088,0.07697368421052632,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.25701540911366755
trv2@ekotwindo.e5no7,ACSPINANG 165,0.1902050289786462,0.014210526315789476,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.10220777764721783
trv2@elvinasamosir,ACS Home 165,0.045292322982072704,0.006109265823026316,ACS Home 165,"PWS, Sudirman, Tigaraksa",,10.0,165000,0.02570079440254951
trv2@fadilah.d2no26,ACSPINANG 165,0.4370298691614943,0.017697368421052632,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.22736361879127345
trv2@fahmi.d5no26,ACSPINANG 165,0.4217032621613554,0.05842105263157895,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.24006215739646716
trv2@faidhal.rk27,ACSPINANG 165,0.43704462908316827,0.041315789473684215,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.23918020927842623
trv2@herurozali.c4no20,ACSPINANG 165,0.4365535883556244,0.03914473684210527,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.23784916259886485
trv2@ikaalianah.c3no30,ACSPINANG 165,0.43610956071193113,0.06065789473684211,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.24838372772438663
trv2@imamsugianto,ACSPINANG 165,0.01210463909804852,0.0013528222407236843,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.006728730669386102
trv2@ismail.d5no24,ACSPINANG 165,0.13132346477681356,0.0037643697819078953,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.06754391727936072
trv2@lidiamarselina.d4no12a,ACSPINANG 165,0.389800784790502,0.05407894736842106,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.22193986607946153
trv2@m.fikriz.c3no19,ACSPINANG 165,0.38573743302002206,0.06710526315789474,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.2264213480889584
trv2@meriana.d4no6,ACSPINANG 165,0.435851467081548,0.09342105263157896,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.26463625985656347
trv2@mharisudin.c5no21,ACSPINANG 165,0.43429648200000215,0.07171052631578947,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.2530035041578958
trv2@niklatulhikmah.c2no19,ACSPINANG 165,0.06373853509417376,0.007500000000000001,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.035619267547086886
trv2@praptohadi.e5no6,ACSPINANG 165,0.1116903772963978,0.008618421052631579,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.06015439917451469
trv2@pujahadi.c2no20,ACSPINANG 165,0.4370855605326254,0.02723684210526316,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.23216120131894427
trv2@purnomo.c3no18,ACSPINANG 165,0.24118094679977561,0.030197368421052636,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.1356891576104141
trv2@riaariska.c3no20,ACSPINANG 165,0.43690652814935727,0.04736842105263158,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.2421374746009944
trv2@rohani,ACSPINANG 165,0.4371077004151364,0.07039473684210527,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.2537512186286208
trv2@sridamayanti.d4no11,ACSPINANG 165,0.436997069335552,0.08947368421052633,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.26323537677303915
trv2@sriwidodo.c1no20,ACSPINANG 165,0.4367594755963828,0.08289473684210527,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.25982710621924404
trv2@sukmaadisaputra.c5no14,ACSPINANG 165,0.38975343004179785,0.05394736842105264,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.22185039923142524
trv2@syahid.d5no19,ACSPINANG 165,0.17005213259001636,0.012105263157894739,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.09107869787395555
trv@andes.rm,ACSPINANG 165,0.12307109690271242,0.021710526315789475,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.07239081160925095
trv@febrian.d5no15,ACS Home 165,0.11939375808379042,0.024342105263157898,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.07186793167347416
trv@ghh.dragon.rkno29,ACSPINANG 165,0.4369476645977265,0.024539473684210528,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.2307435691409685
trv@hartono.c5no24,ACSPINANG 165,0.3810298380016596,0.04177631578947369,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.21140307689556664
trv@irfan.c4no2,ACSPINANG 165,0.43699795766417127,0.023026315789473686,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.23001213672682247
trv@rusliawati.d2no8,ACSPINANG 165,0.06122483843352404,0.009342105263157896,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.03528347184834097
trv@saepi.c6no5,ACSPINANG 165,0.437130660293296,0.1855263157894737,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",10.0,165000,0.31132848804138485
trv@sitienisul.c4no16,ACSPINANG 165,0.43703335414300065,0.03092105263157895,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.2339772033872898
trv@suparmanto.d1no12,ACSPINANG 165,0.4370210542082723,0.033684210526315796,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.23535263236729406
trv@suyantoelek,ACSPINANG 165,0.43712088867848403,0.05302631578947369,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.24507360223397887
trv@widodo,ACSPINANG 165,0.43699932432358557,0.03986842105263158,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.23843387268810856
trv@zainal.c1no29,ACSPINANG 165,0.43659725312391007,0.08223684210526316,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.2594170476145866
ubicilembu@pws,ACS Lite 165,0.4403306933117874,0.11842105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.2793758729716832
umi@ai31,ACS Pws 150 7Mbps,0.4412016653564958,0.06046052631578948,ACS Pws 150 7Mbps,"PWS, Sudirman, Tigaraksa",,7.0,150000,0.25083109583614266
wanda@pws,ACS Lite 100,0.4856291662612243,0.03743421052631579,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.26153168839377006
wisnu@pws,ACS Lite 165,0.4496961369458332,0.10328947368421054,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.27649280531502185
yainah@pws,ACS Lite 165,0.4413279446863735,0.08289473684210527,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26211134076423936
yudi@pws,ACS Lite 100,0.43803935213783796,0.026842105263157896,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.23244072870049792
yunus36@pws,ACS Lite 165,0.44109656924753915,0.06644736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.25377196883429587
zidanteratai1@pws,ACS Lite 150,0.49946775449111613,0.036644736842105265,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2680562456666107
